id,phase,geometry_id,gate_role,resolution,polarization,emission_theta_deg,status,result_path,material,oxide_layer_in_model,elapsed_s,mpi_ranks,peak_process_tree_rss_bytes,R,T,A_flux,A_vol,order_R,order_T,reference_pseudo_reflection,period_um,surface_fill,axis_length_um,tilt_deg,thickness_um,A_error_bound
flat_r32_p_plus30,validation,baseline,flat,32,p,30.0,QUALIFIED,/root/autodl-tmp/meep_sim/meep_screen/runs/flat_r32_20260922_D/tasks/flat_r32_p_plus30/attempt_1/result.json,/root/autodl-tmp/meep_sim/meep_screen/assets/material/route_a_material.json,False,7540.02099609375,4,3453562880,0.9582912910818348,-5.280056584685963e-15,0.04170870891817053,0.04170880514260336,0.9582677334806405,3.603430713823034e-14,2.6414256074441676e-10,50.0,0.692820323,40.0,30.0,60.0,
