case_name,case_label,polarization,wavelength_um,frequency_meep,input_flux_raw,reflection_flux_raw,transmission_flux_raw,reflectance,raw_transmittance,transmittance,absorptance_flux,absorbed_power_volume_raw,absorbed_power_volume_positive,absorptance_volume,absorptance_volume_positive,volume_flux_abs_difference,volume_flux_rel_difference,pass_or_fail,normalization_note,absorbed_power_note,walltime_s,resolution,pml_thickness_um,air_buffer_um,substrate_thickness_um,decay_db
flat_Ti,Flat Ti,Ez,10.0,0.1,-9765.998224817738,9064.998545388096,2.624860626523608e-12,0.9282203761159576,2.6877545603614886e-16,-2.6877545603614886e-16,0.07177962388404262,703.1953709914778,703.195370991478,0.07200445410736304,0.07200445410736306,0.0002248302233204269,0.003132229052685369,PASS,R = reflection_flux_raw / abs(input_flux_raw); T = -transmission_flux_raw / abs(input_flux_raw); A_flux = 1 - R - T; A_volume = integral(2*pi*f*Im(conj(E).D)) / abs(input_flux_raw),DFT fields requested with yee_grid=True; positive integrals clip small negative numerical artifacts for hotspot ratios only,77.56860423088074,32,2.0,4.0,4.0,20.0
slanted_groove,"Slanted groove, tilt=20",Ez,10.0,0.1,-9765.998224817738,8679.728223367285,0.33928183087642594,0.88877020285648,3.4741131737483794e-05,-3.4741131737483794e-05,0.11126453827525748,1088.1018153335608,1088.1018153335613,0.11141736771653651,0.11141736771653656,0.0001528294412790343,0.0013735682873275343,PASS,R = reflection_flux_raw / abs(input_flux_raw); T = -transmission_flux_raw / abs(input_flux_raw); A_flux = 1 - R - T; A_volume = integral(2*pi*f*Im(conj(E).D)) / abs(input_flux_raw),DFT fields requested with yee_grid=True; positive integrals clip small negative numerical artifacts for hotspot ratios only,88.93706607818604,32,2.0,4.0,4.0,20.0
