case_name,case_label,polarization,wavelength_um,incident_angle_deg,order_m,diffraction_angle_deg,is_grazing,input_flux_raw,reflection_flux_raw,transmission_flux_raw,reflectance_flux_monitor,transmittance,absorptance,alpha_power_direction_0,alpha_power_direction_1,selected_direction_index,reflected_power_fraction,mode_error
symmetric_groove,"Symmetric groove, tilt=0",Ez,8.0,0.0,-1,-53.13010235415599,False,-11111.790897852949,9608.746355164512,1.39617039735931e-06,0.8647342668247241,-1.256476485378322e-10,0.13526573330092356,0.23912109785019073,1.1844529652359257e-10,0,0.23912109785019073,
symmetric_groove,"Symmetric groove, tilt=0",Ez,8.0,0.0,0,0.0,False,-11111.790897852949,9608.746355164512,1.39617039735931e-06,0.8647342668247241,-1.256476485378322e-10,0.13526573330092356,0.38649206091519206,5.457300085959891e-10,0,0.38649206091519206,
symmetric_groove,"Symmetric groove, tilt=0",Ez,8.0,0.0,1,53.13010235415599,False,-11111.790897852949,9608.746355164512,1.39617039735931e-06,0.8647342668247241,-1.256476485378322e-10,0.13526573330092356,0.2391210978501901,1.184452965218013e-10,0,0.2391210978501901,
slanted_groove,"Slanted groove, tilt=20",Ez,8.0,0.0,-1,-53.13010235415599,False,-11111.790897852949,9622.651677515723,1.196788243556212e-06,0.8659856692745216,-1.0770435248088215e-10,0.13401433083318276,0.21080496786360925,1.0440471440200673e-10,0,0.21080496786360925,
slanted_groove,"Slanted groove, tilt=20",Ez,8.0,0.0,0,0.0,False,-11111.790897852949,9622.651677515723,1.196788243556212e-06,0.8659856692745216,-1.0770435248088215e-10,0.13401433083318276,0.43814795468811757,6.19198689009942e-10,0,0.43814795468811757,
slanted_groove,"Slanted groove, tilt=20",Ez,8.0,0.0,1,53.13010235415599,False,-11111.790897852949,9622.651677515723,1.196788243556212e-06,0.8659856692745216,-1.0770435248088215e-10,0.13401433083318276,0.21703273758487715,1.0763103699955487e-10,0,0.21703273758487715,
