case_name,case_label,polarization,wavelength_um,frequency_meep,theta_deg,kx_meep,input_flux_raw,reflection_flux_raw,transmission_flux_raw,reflectance_total,raw_transmittance,transmittance,absorptance,emissivity_proxy,all_finite,pass_or_fail,normalization_note,angle_note,kirchhoff_note,walltime_s,resolution,pml_thickness_um,air_buffer_um,substrate_thickness_um,decay_db
flat_Ti,Flat Ti,Ez,10.0,0.1,-30.0,-0.049999999999999996,-80187.7839977339,75179.65969029278,2.0947326937484563e-09,0.9375450466671751,2.6122840529021893e-14,-2.6122840529021893e-14,0.06245495333285104,0.06245495333285104,True,PASS,R = reflection_flux_raw / abs(input_flux_raw); T = -transmission_flux_raw / abs(input_flux_raw); A = 1 - R - T,"Separate narrowband simulation for each wavelength/theta; kx = frequency*sin(theta), amp_func = exp(i*2*pi*kx*x)",emissivity_proxy=A only under reciprocity and local thermal equilibrium for the same direction and polarization,227.81736969947815,32,2.0,4.0,4.0,20.0
flat_Ti,Flat Ti,Ez,10.0,0.1,0.0,0.0,-17361.793153462397,16115.579119933604,4.666404978303741e-12,0.9282208915569147,2.6877436777739385e-16,-2.6877436777739385e-16,0.07177910844308559,0.07177910844308559,True,PASS,R = reflection_flux_raw / abs(input_flux_raw); T = -transmission_flux_raw / abs(input_flux_raw); A = 1 - R - T,"Separate narrowband simulation for each wavelength/theta; kx = frequency*sin(theta), amp_func = exp(i*2*pi*kx*x)",emissivity_proxy=A only under reciprocity and local thermal equilibrium for the same direction and polarization,119.45920205116272,32,2.0,4.0,4.0,20.0
flat_Ti,Flat Ti,Ez,10.0,0.1,30.0,0.049999999999999996,-80187.78399773398,75179.65969029274,2.0947326937494187e-09,0.9375450466671736,2.612284052903387e-14,-2.612284052903387e-14,0.06245495333285248,0.06245495333285248,True,PASS,R = reflection_flux_raw / abs(input_flux_raw); T = -transmission_flux_raw / abs(input_flux_raw); A = 1 - R - T,"Separate narrowband simulation for each wavelength/theta; kx = frequency*sin(theta), amp_func = exp(i*2*pi*kx*x)",emissivity_proxy=A only under reciprocity and local thermal equilibrium for the same direction and polarization,258.6640820503235,32,2.0,4.0,4.0,20.0
slanted_groove,"Slanted groove, tilt=20",Ez,10.0,0.1,-30.0,-0.049999999999999996,-80187.7839977339,73333.74735399238,0.000717540502173241,0.9145251770028311,8.948252045392833e-09,-8.948252045392833e-09,0.08547483194542095,0.08547483194542095,True,PASS,R = reflection_flux_raw / abs(input_flux_raw); T = -transmission_flux_raw / abs(input_flux_raw); A = 1 - R - T,"Separate narrowband simulation for each wavelength/theta; kx = frequency*sin(theta), amp_func = exp(i*2*pi*kx*x)",emissivity_proxy=A only under reciprocity and local thermal equilibrium for the same direction and polarization,242.07317399978638,32,2.0,4.0,4.0,20.0
slanted_groove,"Slanted groove, tilt=20",Ez,10.0,0.1,0.0,0.0,-17361.793153462397,15431.174003111244,0.4214956875662404,0.8888007054751637,2.4277197858573907e-05,-2.4277197858573907e-05,0.11122357172269492,0.11122357172269492,True,PASS,R = reflection_flux_raw / abs(input_flux_raw); T = -transmission_flux_raw / abs(input_flux_raw); A = 1 - R - T,"Separate narrowband simulation for each wavelength/theta; kx = frequency*sin(theta), amp_func = exp(i*2*pi*kx*x)",emissivity_proxy=A only under reciprocity and local thermal equilibrium for the same direction and polarization,112.44518685340881,32,2.0,4.0,4.0,20.0
slanted_groove,"Slanted groove, tilt=20",Ez,10.0,0.1,30.0,0.049999999999999996,-80187.78399773398,73139.5353158916,0.0007216834200319878,0.912103211605878,8.999917244905805e-09,-8.999917244905805e-09,0.0878967973940392,0.0878967973940392,True,PASS,R = reflection_flux_raw / abs(input_flux_raw); T = -transmission_flux_raw / abs(input_flux_raw); A = 1 - R - T,"Separate narrowband simulation for each wavelength/theta; kx = frequency*sin(theta), amp_func = exp(i*2*pi*kx*x)",emissivity_proxy=A only under reciprocity and local thermal equilibrium for the same direction and polarization,240.45721411705017,32,2.0,4.0,4.0,20.0
