id,phase,geometry_id,gate_role,resolution,polarization,emission_theta_deg,status,result_path,material,oxide_layer_in_model,elapsed_s,mpi_ranks,peak_process_tree_rss_bytes,R,T,A_flux,A_vol,order_R,order_T,reference_pseudo_reflection,period_um,surface_fill,axis_length_um,tilt_deg,thickness_um,A_error_bound
baseline_r32_p_plus30,validation,baseline,baseline,32,p,30.0,CRASHED,/root/autodl-tmp/meep_sim/meep_screen/runs/baseline_r32_20260922_E/tasks/baseline_r32_p_plus30/attempt_1/result.json,/root/autodl-tmp/meep_sim/meep_screen/assets/material/route_a_material.json,False,831.1374254226685,4,2995118080,,,,,,,,50.0,0.692820323,40.0,30.0,60.0,
