wavelength_um,n_target,k_target,n_fit,k_fit,epsilon_target_real,epsilon_target_imag,epsilon_fit_real,epsilon_fit_imag,n_error,k_error,normalized_epsilon_error,origin
6.0,2.227974343791848,11.25765303272577,2.216212190273118,11.44432870750796,-121.77088212864501,50.16352425644701,-126.06106309317562,50.72612158214348,-0.011762153518729779,0.18667567478219027,0.007598375033962089,interpolated_not_measured
6.033333333333333,2.2371328016738388,11.341112623527366,2.2308975226797223,11.520596412728557,-123.61607236720671,50.74315011514063,-127.7472379482756,51.40253999389806,-0.006235278994116467,0.1794837892011909,0.007346459763128956,interpolated_not_measured
6.066666666666666,2.247002828353629,11.42456614714944,2.2456131438780607,11.596658517685126,-125.4716899399638,51.342064890715825,-129.4397103838411,52.08321758475837,-0.001389684475568309,0.1720923705356867,0.007088642666343763,interpolated_not_measured
6.1,2.257528704594708,11.507980569967147,2.26035819759888,11.672518413476599,-127.33718094667232,51.95919293723801,-131.1384669314978,52.76814536505141,0.0028294930041719013,0.16453784350945178,0.0068248202145234005,interpolated_not_measured
6.133333333333334,2.2686547111605644,11.59132285835564,2.2751318560773917,11.748179406128491,-129.21197140816693,52.59341842238333,-132.84349439604344,53.457314435590604,0.006477144916827271,0.15685654777285052,0.006555183416440536,interpolated_not_measured
6.166666666666667,2.2803251288146886,11.67455997869007,2.2899333189747364,11.82364471963023,-131.09546800292816,53.243584974522484,-134.5547798506892,54.15071599040194,0.00960819016004777,0.149084740940161,0.0062801968482858765,interpolated_not_measured
6.2,2.2924842383205686,11.75765889734559,2.304761812354761,11.898917498832041,-132.98705876338173,53.908495403428724,-136.27231063232253,54.84834131933583,0.012277574034192273,0.14125860148645053,0.006000580013778957,interpolated_not_measured
6.233333333333333,2.3050763204416933,11.840586580697366,2.319616587712506,11.974000812209106,-134.88611373192953,54.58691149461035,-137.9960743367933,55.55018181056653,0.014540267270812812,0.1334142315117397,0.005717291727298946,interpolated_not_measured
6.266666666666667,2.3180456559415528,11.923309995120539,2.3344969210511115,12.048897654500223,-136.79198557671182,55.27755387726732,-139.72605881422385,56.25622895298146,0.016451265109558744,0.12558765937968452,0.0054315182972229465,interpolated_not_measured
6.3,2.3313365255836356,12.005796106990264,2.349402112004068,12.123610949227752,-138.70401016710224,55.97910196587244,-141.46225216434587,56.96647433846264,0.01806558642043221,0.11781484223748784,0.005144666487789768,interpolated_not_measured
6.333333333333333,2.344893210131431,12.088011882681698,2.36433148299998,12.198143551105202,-140.62150710893346,56.69019397537674,-143.20464273186454,57.68090966406241,0.019438272868549156,0.11013166842350408,0.0048583625655392836,interpolated_not_measured
6.366666666666666,2.358659990348428,12.169924288569996,2.379284378467208,12.272498248338477,-142.5437802394555,57.40942701003922,-144.95321910185288,58.39952673407582,0.02062438811877998,0.10257395976848116,0.004574459191678979,interpolated_not_measured
6.4,2.372581146998116,12.25150029103031,2.39426016407593,12.346677764826314,-144.47011808202487,58.13535722588089,-146.7079700951756,59.12231746201137,0.02167901707781361,0.09517747379600472,0.004295052472832543,interpolated_not_measured
6.433333333333334,2.3866009608439844,12.332706856437792,2.409258226015375,12.420684762265278,-146.39979426052628,58.86650006676326,-148.4688847639461,59.84927387246289,0.022657265171390772,0.08797790582748632,0.004022512012778822,interpolated_not_measured
6.466666666666667,2.400663712649522,12.413510951167595,2.4242779703041095,12.49452184216419,-148.3320678735256,59.601330574090994,-150.2359523870162,60.58038810288433,0.02361425765458769,0.08101089099659475,0.0037595270099884176,interpolated_not_measured
6.5,2.414713683178217,12.493879541594879,2.439318822131409,12.568191547772697,-150.26618382815496,60.338283770139086,-152.00916246550048,61.31565240526965,0.02460513895319183,0.07431200617781819,0.0035091706321553947,interpolated_not_measured
6.533333333333333,2.4286951531935603,12.573779594094793,2.454380225227904,12.641696365928365,-152.2013731337287,61.075755115004235,-153.78850471833664,62.05505914774007,0.02568507203434356,0.06791677183357159,0.003274981712512337,interpolated_not_measured
6.566666666666666,2.44255240345904,12.65317807504249,2.469461641263789,12.71503872882639,-154.13685315509244,61.812101037180526,-155.5739690778817,62.79860081604052,0.026909237804749075,0.061860653783899267,0.003061054958804323,interpolated_not_measured
6.6,2.456229714738145,12.732041950813127,2.484562549273032,12.788221015715887,-156.07182782570268,62.54563953775965,-157.36554568554737,63.54627001494805,0.028332834534886775,0.0561790649027607,0.0028721154011755777,interpolated_not_measured
6.633333333333333,2.4696713677943656,12.810338187781854,2.4996824451020676,12.861245554526361,-158.00548782043876,63.27465086825521,-159.1632248874726,64.2980594695931,0.030011077307702028,0.05090736674450724,0.0027135284241016533,interpolated_not_measured
6.666666666666667,2.48282164339119,12.88803375232383,2.514820840881661,12.934114623427837,-159.93701068814653,63.99737828205156,-160.96699723023707,65.05396202669716,0.031999197490470976,0.046080871104006604,0.0025911702660593072,interpolated_not_measured
6.7,2.49601717794128,12.965256925920752,2.529977264520591,13.006830452327923,-161.86778540255807,64.7230080070407,-162.77685345661394,65.81397065572745,0.03396008657931082,0.04157352640717171,0.0024937504283121183,interpolated_not_measured
6.733333333333333,2.509791476647273,13.04223048702728,2.5451512592200047,13.07939522430888,-163.80072282049255,65.46655782562057,-164.5927845013648,66.57807844997173,0.035359782572731646,0.03716473728159997,0.0023967923263998117,interpolated_not_measured
6.766666666666667,2.52412294150509,13.118957922885786,2.5603423830072902,13.151811077007588,-165.7358603586154,66.22772532359195,-166.41478148707603,67.34627862753457,0.036219441502200134,0.032853154121802675,0.0022977703982653744,interpolated_not_measured
6.8,2.538985179490771,13.195440786839045,2.5755502082884436,13.224080103941166,-167.67321181730165,67.00605718926475,-168.24283572003796,68.11856453225747,0.03656502879767265,0.028639317102120643,0.002194841587529841,interpolated_not_measured
6.833333333333333,2.5543517975803565,13.271680632229847,2.5907743214179204,13.29620435578084,-169.61279369810285,67.80108255969742,-170.07693868616687,68.8949296345642,0.03642252383756395,0.024523723550993637,0.0020866496676053533,interpolated_not_measured
6.866666666666667,2.5701964027498834,13.347679012400981,2.6060143222850907,13.368185841576521,-171.5546254693812,68.61231316546623,-171.91708204697193,69.67536753223436,0.0358179195352073,0.02050682917553992,0.0019723286452841536,interpolated_not_measured
6.9,2.586492601975391,13.423437480695224,2.621269823916399,13.440026529934348,-173.49872981805987,69.43924347379476,-173.7632576355644,70.45987195110548,0.03477722194100785,0.01658904923912452,0.0018515188732527812,interpolated_not_measured
6.933333333333334,2.6032140022329218,13.498957590455364,2.63654045209246,13.511728350149529,-175.44513288749093,70.28135083004356,-175.6154574527146,71.2484367457075,0.033326449859538254,0.01277075969416508,0.0017244118300279818,interpolated_not_measured
6.966666666666667,2.6203342104985112,13.57424089502419,2.651825844979297,13.583293193296354,-177.39386450143826,71.13809559755963,-177.4736736629509,72.04105589982927,0.031491634480785624,0.009052298272164805,0.0015918461596027616,interpolated_not_measured
7.0,2.6378268337482007,13.649288947744484,2.667125652773058,13.65472291327756,-179.34495837417768,72.00892129588628,-179.33789859070714,72.83772352702128,0.029298819024857092,0.005433965533075735,0.00145549030688459,interpolated_not_measured
7.033333333333333,2.655665478958028,13.724103301959028,2.682439537357494,13.726019327834742,-181.29845230671333,72.89325473733295,-181.20812471651422,73.6384338710341,0.026774058399466227,0.0019160258757136006,0.0013181679066136506,interpolated_not_measured
7.066666666666666,2.6738237531040356,13.798685511010612,2.697767171973625,13.797184219521656,-183.25438836911084,73.79050616190534,-183.08434467323883,74.44318130619612,0.023943418869589284,-0.0015012914889567242,0.0011844056688185014,interpolated_not_measured
7.1,2.6922752631622586,13.87303712824202,2.7131082409009584,13.868219336642074,-185.21281306894616,74.70006937059513,-184.96655124236844,75.25196033773126,0.020832977738699743,-0.004817791599945664,0.0010612678226194613,interpolated_not_measured
7.133333333333333,2.710993616108739,13.947159706996034,2.7284624391497516,13.939126394153782,-187.17377750587139,75.62132185703055,-186.85473735034356,76.06476560201902,0.017468823041012715,-0.008033312842252727,0.0009593192189262795,interpolated_not_measured
7.166666666666667,2.729952418919516,14.021054800615447,2.743829472163769,14.009907074540175,-189.137337512297,76.55362493748646,-188.7488960649363,76.88159186679803,0.013877053244252924,-0.011147726075272146,0.0008927505643781106,interpolated_not_measured
7.2,2.7491252785706277,14.094723962443036,2.7592090555330437,14.080563028650953,-191.10355378018988,77.49632387925462,-190.64902059167656,77.70243403131498,0.010083776962416025,-0.014160933792082275,0.0008764227878664304,interpolated_not_measured
7.233333333333333,2.768485802038113,14.168168745821587,2.774600914716218,14.151095876513232,-193.07249197398903,78.4487480273744,-192.55510427032567,78.52728712642102,0.006115112678104939,-0.01707286930835572,0.0009189792487576606,interpolated_not_measured
7.266666666666667,2.7880075962980126,14.24139070409389,2.79000478477198,14.221507208114318,-195.0442228296364,79.41021092972333,-194.46714057139692,79.3561463146163,0.0019971884739673484,-0.019883495979572174,0.0010178364040985945,interpolated_not_measured
7.3,2.8076642683263655,14.314391390602726,2.8054204100992264,14.291798584157466,-197.0188222397248,80.38001046046766,-196.38512309272406,80.18900689004516,-0.0022438582271391283,-0.022592806445260294,0.0011622724665544528,interpolated_not_measured
7.333333333333333,2.8274294250992114,14.387172358690878,2.8208475441855394,14.361971536791673,-198.99637132476195,81.35742894187322,-198.3090455560766,81.02586427844281,-0.006581880913671956,-0.025200821899204584,0.0013400943505555458,interpolated_not_measured
7.366666666666667,2.8472766735925883,14.459735161701138,2.836285949363635,14.432027570316706,-200.97695649055177,82.3417332644764,-200.23890180382392,81.86671403703575,-0.010990724228953308,-0.02770759138443246,0.001541316276205552,interpolated_not_measured
7.4,2.867179620782536,14.532081352976286,2.851735396575421,14.50196816186431,-202.96066947169038,83.33217500561503,-202.17468579564496,82.7115518543965,-0.01544422420711511,-0.03011319111197608,0.0017586558899604801,interpolated_not_measured
7.433333333333334,2.887111873645094,14.604212485859108,2.867195665143347,14.571794762056726,-204.9476073611806,84.32799054631953,-204.11639160528702,83.56037355025514,-0.019916208501747246,-0.03241772380238217,0.001986890858910789,interpolated_not_measured
7.466666666666667,2.9070470391563012,14.67613011369239,2.8826665425487414,14.641508795643341,-206.93787262616118,85.32840118656418,-206.06401341737143,84.41317507526836,-0.02438049660755981,-0.034621318049048,0.0022221571317256796,interpolated_not_measured
7.5,2.9269587242921977,14.747835789818913,2.8981478242168426,14.71111166211644,-208.93157310975346,86.33261325887837,-208.01754552424555,85.26995251074756,-0.02881090007535514,-0.03672412770247213,0.0024614450376870415,interpolated_not_measured
7.533333333333333,2.9468205360288215,14.819331067581471,2.9136393133082445,14.780604736306929,-210.92882201902418,87.339818240318,-209.97698232288346,86.13070206834782,-0.033181222720577,-0.0387263312745425,0.002702277208665888,interpolated_not_measured
7.566666666666666,2.966606081342213,14.890617500322842,2.92914082051651,14.849989368960797,-212.92973789906426,88.34919286279705,-211.94231831183254,86.99542008971856,-0.037465260825702895,-0.040628131362044684,0.0029425094063483858,interpolated_not_measured
7.6,2.9862889672084116,14.96169664138581,2.9446521638716856,14.919266887297148,-214.93444459318476,89.35989922177919,-213.91354808820694,87.86410304611746,-0.041636803336726036,-0.04242975408866201,0.003180207555355007,interpolated_not_measured
7.633333333333333,3.005842800603455,15.032570044113164,2.960173168549501,14.988438595548526,-216.94307118922885,90.37108488332943,-215.8906663447283,88.73674753798903,-0.0456696320539538,-0.04413144856463802,0.0034135710385302795,interpolated_not_measured
7.666666666666667,3.0252411885033847,15.10323926184769,2.975703666686033,15.057505775484232,-218.9557519520002,91.38188298952618,-217.87366786681233,89.61335029450909,-0.04953752181735194,-0.0457334863634582,0.003640884217606018,interpolated_not_measured
7.7,3.044457737884238,15.173705847932169,2.991243497197595,15.126469686917336,-220.9726262418077,92.39141236223281,-219.86254752970214,90.49390817309605,-0.053214240686643155,-0.0472361610148333,0.0038604854752329453,interpolated_not_measured
7.733333333333333,3.0634660557220554,15.243971355709387,3.0067925056057,15.195331568195973,-222.99383841912706,93.39877760523007,-221.8573002956465,91.37841815889072,-0.05667355011635555,-0.048639787513414134,0.00407074740531132,interpolated_not_measured
7.766666666666667,3.0822397489928752,15.314037338522134,3.0223505438668634,15.264092636679647,-225.0195377353784,94.40306920470796,-223.8579212111255,92.26687736420584,-0.05988920512601181,-0.04994470184248634,0.00427006432404527,interpolated_not_measured
7.8,3.100752424672738,15.383905349713189,3.037917470207088,15.332754089200971,-227.0498782098202,95.40336362811814,-225.86440540411968,93.1592830279456,-0.06283495446564968,-0.05115126051221708,0.004456844789966323,interpolated_not_measured
7.833333333333333,3.1189776897376813,15.453576942625338,3.053493148960864,15.401317102513575,-229.0850184925601,96.39872342138615,-227.87674808142617,94.05563251499798,-0.0654845407768172,-0.05225984011176266,0.004629507747546921,interpolated_not_measured
7.866666666666667,3.136889151163747,15.52305367060137,3.0690774504145035,15.469782833726567,-231.1251217136819,97.38819730448404,-229.89494452601838,94.95592331559918,-0.06781170074924336,-0.053270836874803607,0.004786481499215969,interpolated_not_measured
7.9,3.154460415926972,15.592337086984069,3.084670250653663,15.538152420726162,-233.17035531848865,98.37082026536262,-231.91899009445055,95.86015304467239,-0.06979016527330861,-0.054184666257906855,0.0049262051124407125,interpolated_not_measured
7.933333333333334,3.1716650910033963,15.661428745116215,3.1002714314149196,15.606426982584908,-235.22089088886287,99.34561365224445,-233.94888021430677,96.76831944114187,-0.07139365958847677,-0.0550017625313064,0.0050471321724092424,interpolated_not_measured
7.966666666666667,3.188476783369059,15.730330198340596,3.115880879941241,15.674607619959028,-237.2769039507426,100.31158526427639,-235.98461038169424,97.68042036722323,-0.07259590342781808,-0.0557225783815678,0.005147737057134935,interpolated_not_measured
8.0,3.2048691,15.799043,3.131498488841218,15.742695415474236,-239.33857376771417,101.2677294405426,-238.02617615877867,98.59645380769028,-0.07337061115878196,-0.056347584525763494,0.005226524188026836,interpolated_not_measured
8.033333333333333,3.2209742992785433,15.867523403551914,3.147124155951949,15.810691434100553,-241.40362352565487,102.21777015208302,-240.07357317136433,99.51641786912083,-0.07385014332659434,-0.05683196945136082,0.005287600151007239,interpolated_not_measured
8.066666666666666,3.236944934549352,15.935731280239667,3.1627577842054313,15.878596723516473,-243.46971892670422,103.1661692918229,-242.12679710651605,100.44031077912116,-0.07418715034392065,-0.05713455672319334,0.005336193353274304,interpolated_not_measured
8.1,3.252785055231977,16.003673610084768,3.1783992814983586,15.946412314462869,-245.5369584025831,104.11302069538823,-244.1858437102237,101.36813088553072,-0.07438577373361843,-0.05726129562189897,0.005372531544347168,interpolated_not_measured
8.133333333333333,3.2684987107459667,16.07135737310874,3.1940485605652165,16.014139221087035,-247.6054439920286,105.0584217078872,-246.25070878510928,102.29987665560805,-0.07445015018075019,-0.05721815202170433,0.005396856043431721,interpolated_not_measured
8.166666666666666,3.2840899505108707,16.13878954933311,3.2097055388545455,16.081778441277205,-249.67528131461717,106.00247314474947,-248.32138818817472,103.23554667519812,-0.07438441165632526,-0.05701110805590659,0.005409421024209773,interpolated_not_measured
8.2,3.2995628239462387,16.2059771187794,3.2253701384083033,16.149330956987892,-251.74657954523343,106.94527925369577,-250.39787782859148,104.17513964788307,-0.07419268553793534,-0.05664616179150883,0.005410492970337375,interpolated_not_measured
8.233333333333334,3.314921380471619,16.272927061469133,3.2410422857442067,16.21679773455639,-253.81945138918655,107.88694767783845,-252.4801736655312,105.11865439411623,-0.07387909472741239,-0.05612932691274253,0.005400350268528752,interpolated_not_measured
8.266666666666666,3.33016966950656,16.339646357423813,3.256721911740965,16.284179725010688,-255.89401305797188,108.82758941991226,-254.56827170603543,106.06608985034055,-0.07344775776559498,-0.05546663241312544,0.0053792829158651355,interpolated_not_measured
8.3,3.3453117404706143,16.406141986664984,3.2724089515263266,16.351477864369254,-257.97038424568115,109.76731880763651,-256.66216800292807,107.01744506809305,-0.0729027889442877,-0.05466412229572981,0.005347592325277868,interpolated_not_measured
8.333333333333334,3.3603516427833284,16.472420929214156,3.288103344367828,16.418693073932715,-260.048688106056,110.70625346020654,-258.76185865276324,107.97271921309411,-0.0722482984155004,-0.05372785528144064,0.005305591218818298,interpolated_not_measured
8.366666666666667,3.3752934258642515,16.53849016509285,3.3038050335662015,16.48582626056801,-262.12905123019044,111.64451425591695,-260.8673397938164,108.93191156432492,-0.07148839229805004,-0.052663904524838046,0.005253603602906653,interpolated_not_measured
8.4,3.3901411391329344,16.60435667432259,3.3195139663513253,16.552878316985034,-264.2116036248797,112.58222530091507,-262.9786076041118,109.89502151309168,-0.07062717278160902,-0.05147835733755812,0.0051919648236816406,interpolated_not_measured
8.433333333333334,3.404898832008925,16.670027436924897,3.335230093780667,16.61985012200617,-266.2964786916131,113.51951389908463,-265.09565829948826,110.86204856207854,-0.06966873822825814,-0.050177314918727234,0.00512102170414853,interpolated_not_measured
8.466666666666667,3.419570553911774,16.73550943292129,3.3509533706401395,16.686742540828874,-268.3838132062171,114.45651052306076,-267.2184881317036,111.83299232438944,-0.06861718327163446,-0.04876689209241647,0.005041132768352754,interpolated_not_measured
8.5,3.434160354261029,16.8008096423333,3.3666837553472875,16.753556425281626,-270.4737472991413,115.39334878637486,-269.347093386576,112.80785252257965,-0.06747659891374136,-0.04725321705167218,0.004952668561485236,interpolated_not_measured
8.533333333333333,3.44867228247624,16.86593504518244,3.3824212098567763,16.82029261407336,-272.5664244363932,116.33016541673065,-271.4814703821619,113.78662898767803,-0.06625107261946361,-0.04564243110907995,0.004856012078952238,interpolated_not_measured
8.566666666666666,3.463110387976957,16.930892621490226,3.3981656995680614,16.88695193303669,-274.6619914011183,117.26710023041043,-273.62161546697075,114.76932165819971,-0.06494468840889578,-0.04394068845353516,0.004751559322241424,interpolated_not_measured
8.6,3.4774787201827286,16.99568935127819,3.4139171932352377,16.953535195365106,-276.7605982758272,118.20429610781223,-275.76752501821625,115.75593057915131,-0.06356152694749095,-0.042154155913085134,0.004639720005232896,interpolated_not_measured
8.633333333333333,3.491781328513104,17.06033221456785,3.42967566287896,17.020043201844278,-278.86239842526885,119.14189897011727,-277.9191954401014,116.74645590102763,-0.06210566563414366,-0.04028901272357288,0.004520918441821066,interpolated_not_measured
8.666666666666666,3.5060222623876323,17.12482819138073,3.4454410837004144,17.086476741077774,-280.9675484799505,120.08005775708834,-280.0766231621411,117.74089787880186,-0.06058117868721791,-0.038351450302954504,0.004395594654817316,interpolated_not_measured
8.7,3.5202055712258633,17.189184261738347,3.461213433997257,17.15283658970725,-283.0762083203037,121.01892440599852,-282.2398046375167,118.73925687090886,-0.05899213722860619,-0.036347672031098455,0.004264205757755743,interpolated_not_measured
8.733333333333334,3.534335304447347,17.253407405662227,3.4769926950814924,17.219123512627394,-285.18854106149723,121.95865383169063,-284.4087363414675,119.74153333822284,-0.05734260936585445,-0.03428389303483215,0.004127227676230639,interpolated_not_measured
8.766666666666666,3.5484155114716303,17.317504603173877,3.4927788511992137,17.285338263195687,-287.3047130388959,122.89940390776708,-286.5834147697125,120.74772784302888,-0.05563666027241654,-0.03216633997818974,0.003985157294864102,interpolated_not_measured
8.8,3.5624502417182646,17.381482834294843,3.50857188945219,17.35148158343731,-289.42489379416776,123.84133544891107,-288.76383643690997,121.75784104799104,-0.053878352266074625,-0.030001250857534245,0.003838515141295006,interpolated_not_measured
8.833333333333334,3.576443544606798,17.445349079046625,3.5243717997212163,17.417554204245075,-291.5492560620333,124.78461219433692,-290.9499978751451,122.77187371511411,-0.05207174488558186,-0.027794874801550407,0.0036878487514845184,interpolated_not_measured
8.866666666666667,3.5903994695567807,17.50911031745076,3.5401785745912058,17.483556845574856,-293.677975757667,125.72940079237272,-293.1418956324528,123.78982670470303,-0.050220894965574914,-0.02555347187590229,0.0035337369032553373,interpolated_not_measured
8.9,3.604322065987761,17.572773529528757,3.5559922092779725,17.549490216636443,-295.8112319647403,126.67587078617225,-295.3395262713725,124.81170097431838,-0.04832985670978829,-0.023283312892314,0.003376794959743404,interpolated_not_measured
