mean_A_8_12p25_valid,peak_A_valid_band,peak_wavelength_valid_band_um,valid_sample_count,invalid_sample_count,band_average_status,max_abs_T,has_material_extrapolation_points,has_transmission_failure,result_level,case_name,case_label,polarization,solver_version,source_mode,resolution,pml_thickness_um,substrate_thickness_um,air_buffer_um,decay_db,material_model,material_validity_flag,numerical_quality_flag,delta_mean_A_Hz_minus_Ez,delta_peak_A_Hz_minus_Ez,hz_enhancement_flag,flat_Ez_Hz_abs_delta,flat_polarization_consistency_flag,slanted_mirror_mean_A_abs_delta,slanted_mirror_consistency_flag
,0.07177910844308559,10.0,1,0,insufficient_samples,2.6877436777739385e-16,False,False,WARNING,flat_ti,Flat Ti,Ez,diagnostics_v2_signed_flux_single_wavelength,single_wavelength,32,2.0,4.0,4.0,0.0,Ti_Rakic_meep_builtin,VALID,WARNING,,,False,,NOT_RUN,,NOT_RUN
