case_name,case_label,polarization,wavelength_um,R,T,A,raw_transmittance,signed_transmittance,input_flux_raw,reflection_flux_raw,transmission_flux_raw,material_validity_flag,transmission_quality_flag,numerical_quality_flag,result_level,valid_for_quantitative_metric,solver_version,source_mode,resolution,pml_thickness_um,substrate_thickness_um,air_buffer_um,decay_db,fwidth_fraction,material_model,period_um,top_width_um,bottom_width_um,depth_um,tilt_deg,normalization_note,physics_note,walltime_s
flat_ti,Flat Ti,Ez,10.0,0.9282208915569147,-2.6877436777739385e-16,0.07177910844308559,2.6877436777739385e-16,-2.6877436777739385e-16,-17361.793153462397,16115.579119933604,4.666404978303741e-12,VALID,NUMERICAL_PASS,VALID,NUMERICAL_PASS,True,diagnostics_v2_signed_flux_single_wavelength,single_wavelength,32,2.0,4.0,4.0,0.0,0.06,Ti_Rakic_meep_builtin,10.0,0.0,0.0,0.0,,D00 convention: R=reflection_flux_raw/abs(input_flux_raw); T=-transmission_flux_raw/abs(input_flux_raw); A=1-R-T,2D normal-incidence polarization diagnostic. A_unpolarized_2D_proxy=(A_Ez+A_Hz)/2 is not a 3D sample emissivity.,88.50773000717163
