mode,case_name,film_thickness_um,polarization,wavelength_um,R,T,A,input_flux_raw,reflection_flux_raw,transmission_flux_raw,raw_transmittance,signed_transmittance,material_validity_flag_ti,transmission_quality_flag,included_in_strict_metric,included_in_extended_metric,finite_values_flag,resolution,pml_thickness_um,substrate_thickness_um,air_buffer_um,decay_db,fwidth_fraction,solver_version,source_mode,period_um,walltime_s,normalization_note,n_film,k_film,epsilon_real_film,epsilon_imag_film,D_conductivity_film,film_interpolation_flag,material_validity_flag_film,film_model_mode,film_data_range_min_um,film_data_range_max_um,film_warning
smoke,bare_flat_Ti,0.0,Ez,9.0,0.9222358799443193,-2.5883819072933475e-16,0.07776412005568094,-1265.6872315553035,1167.2621777276947,3.276081930449953e-13,2.5883819072933475e-16,-2.5883819072933475e-16,VALID,NUMERICAL_PASS,True,True,VALID,32,2.0,4.0,8.0,0.0,0.2,planar_full_surface_film_single_wavelength_v1,single_wavelength_narrowband,10.0,30.106147050857544,"D00 convention: R=refl/abs(input), T=-trans/abs(input), A=1-R-T.",,,,,,NOT_APPLICABLE,NOT_APPLICABLE,none,,,
smoke,bare_flat_Ti,0.0,Ez,10.0,0.9282195470582788,-1.1670453310526736e-16,0.0717804529417213,-1562.561460880309,1450.4000914690428,1.8235800574032094e-13,1.1670453310526736e-16,-1.1670453310526736e-16,VALID,NUMERICAL_PASS,True,True,VALID,32,2.0,4.0,8.0,0.0,0.2,planar_full_surface_film_single_wavelength_v1,single_wavelength_narrowband,10.0,34.017643213272095,"D00 convention: R=refl/abs(input), T=-trans/abs(input), A=1-R-T.",,,,,,NOT_APPLICABLE,NOT_APPLICABLE,none,,,
smoke,bare_flat_Ti,0.0,Ez,12.0,0.9356668507941106,-3.6140688938594136e-19,0.0643331492058894,-2250.061344448252,2105.3078122534585,8.131876714245919e-16,3.6140688938594136e-19,-3.6140688938594136e-19,VALID,NUMERICAL_PASS,True,True,VALID,32,2.0,4.0,8.0,0.0,0.2,planar_full_surface_film_single_wavelength_v1,single_wavelength_narrowband,10.0,43.2200140953064,"D00 convention: R=refl/abs(input), T=-trans/abs(input), A=1-R-T.",,,,,,NOT_APPLICABLE,NOT_APPLICABLE,none,,,
smoke,flat_Ti_with_measured_lossy_wall_film,1.0,Ez,9.0,0.30827157622218987,-1.7207805224037686e-16,0.6917284237778103,-1265.6872315553035,390.1753978758532,2.1779699355155147e-13,1.7207805224037686e-16,-1.7207805224037686e-16,VALID,NUMERICAL_PASS,True,True,VALID,32,2.0,4.0,8.0,0.0,0.2,planar_full_surface_film_single_wavelength_v1,single_wavelength_narrowband,10.0,38.399646043777466,"D00 convention: R=refl/abs(input), T=-trans/abs(input), A=1-R-T.",1.4379585074358976,0.6116750267692306,1.6935783307341354,1.759126617057791,0.7251522027639289,INTERPOLATED_WITHIN_DATA_RANGE,VALID,nk_interpolated_single_wavelength_conductivity,8.1014,24.927,Valid only for narrowband single-wavelength simulation; not a broadband dispersive fit.
smoke,flat_Ti_with_measured_lossy_wall_film,1.0,Ez,10.0,0.42715207565637653,-9.654831125462466e-13,0.572847924344589,-1562.561460880309,667.4513713556839,1.5086267027955307e-09,9.654831125462466e-13,-9.654831125462466e-13,VALID,NUMERICAL_PASS,True,True,VALID,32,2.0,4.0,8.0,0.0,0.2,planar_full_surface_film_single_wavelength_v1,single_wavelength_narrowband,10.0,42.51591897010803,"D00 convention: R=refl/abs(input), T=-trans/abs(input), A=1-R-T.",1.6743752510526317,0.3155583059736842,2.7039554368685823,1.0567260355728614,0.245551587496382,INTERPOLATED_WITHIN_DATA_RANGE,VALID,nk_interpolated_single_wavelength_conductivity,8.1014,24.927,Valid only for narrowband single-wavelength simulation; not a broadband dispersive fit.
smoke,flat_Ti_with_measured_lossy_wall_film,1.0,Ez,12.0,0.6979215705978433,-1.1527709073388973e-15,0.30207842940215784,-2250.061344448252,1570.3663474588188,2.5938052576077904e-12,1.1527709073388973e-15,-1.1527709073388973e-15,VALID,NUMERICAL_PASS,True,True,VALID,32,2.0,4.0,8.0,0.0,0.2,planar_full_surface_film_single_wavelength_v1,single_wavelength_narrowband,10.0,51.473783016204834,"D00 convention: R=refl/abs(input), T=-trans/abs(input), A=1-R-T.",1.4476639407272727,0.3185733728181817,1.9942418914132642,0.9223743686094951,0.24217427791817636,INTERPOLATED_WITHIN_DATA_RANGE,VALID,nk_interpolated_single_wavelength_conductivity,8.1014,24.927,Valid only for narrowband single-wavelength simulation; not a broadband dispersive fit.
smoke,flat_Ti_with_measured_lossy_wall_film,3.0,Ez,9.0,0.1191044664493493,-9.699013405995537e-17,0.8808955335506509,-1265.6872315553035,150.74900240614843,1.2275917426652266e-13,9.699013405995537e-17,-9.699013405995537e-17,VALID,NUMERICAL_PASS,True,True,VALID,32,2.0,4.0,8.0,0.0,0.2,planar_full_surface_film_single_wavelength_v1,single_wavelength_narrowband,10.0,38.84106206893921,"D00 convention: R=refl/abs(input), T=-trans/abs(input), A=1-R-T.",1.4379585074358976,0.6116750267692306,1.6935783307341354,1.759126617057791,0.7251522027639289,INTERPOLATED_WITHIN_DATA_RANGE,VALID,nk_interpolated_single_wavelength_conductivity,8.1014,24.927,Valid only for narrowband single-wavelength simulation; not a broadband dispersive fit.
smoke,flat_Ti_with_measured_lossy_wall_film,3.0,Ez,10.0,0.26774302009886664,-1.0223147216312023e-13,0.7322569799012356,-1562.561460880309,418.364924626191,1.5974295849114978e-10,1.0223147216312023e-13,-1.0223147216312023e-13,VALID,NUMERICAL_PASS,True,True,VALID,32,2.0,4.0,8.0,0.0,0.2,planar_full_surface_film_single_wavelength_v1,single_wavelength_narrowband,10.0,42.61308717727661,"D00 convention: R=refl/abs(input), T=-trans/abs(input), A=1-R-T.",1.6743752510526317,0.3155583059736842,2.7039554368685823,1.0567260355728614,0.245551587496382,INTERPOLATED_WITHIN_DATA_RANGE,VALID,nk_interpolated_single_wavelength_conductivity,8.1014,24.927,Valid only for narrowband single-wavelength simulation; not a broadband dispersive fit.
smoke,flat_Ti_with_measured_lossy_wall_film,3.0,Ez,12.0,0.08350891525527745,-9.82529881275158e-15,0.9164910847447323,-2250.061344448252,187.9001821327047,2.2107525056225632e-11,9.82529881275158e-15,-9.82529881275158e-15,VALID,NUMERICAL_PASS,True,True,VALID,32,2.0,4.0,8.0,0.0,0.2,planar_full_surface_film_single_wavelength_v1,single_wavelength_narrowband,10.0,47.93317174911499,"D00 convention: R=refl/abs(input), T=-trans/abs(input), A=1-R-T.",1.4476639407272727,0.3185733728181817,1.9942418914132642,0.9223743686094951,0.24217427791817636,INTERPOLATED_WITHIN_DATA_RANGE,VALID,nk_interpolated_single_wavelength_conductivity,8.1014,24.927,Valid only for narrowband single-wavelength simulation; not a broadband dispersive fit.
