case_name,polarization,film_thickness_um,coating_mode,resolution,pml_thickness_um,mean_A_8p1014_12p398_strict,mean_A_8p1014_12p962_extended,extended_metric_warning,peak_A_strict,peak_wavelength_strict_um,valid_point_count_strict,total_planned_point_count_strict,valid_point_count_extended,numerical_status,max_abs_T,route_decision,physics_note,enhancement_over_flat_Ti_absolute,enhancement_over_flat_Ti_relative,enhancement_over_scaled_bare_absolute,enhancement_over_scaled_bare_relative
scaled_inner_wall_film_2um,Ez,2.0,sidewalls_and_bottom,24,4.0,0.40993273330884394,0.40993273330884394,TI_SUBSTRATE_MATERIAL_EXTRAPOLATION_WARNING,0.4422997728184512,12.345,5,5,5,CODE_PASS,7.241997331758899e-07,PARTIAL_ABSORPTION_ENHANCEMENT_BUT_BELOW_CONTINUE_THRESHOLD,,,,,
scaled_inner_wall_film_2um,Hz,2.0,sidewalls_and_bottom,24,4.0,0.42309589860365643,0.42309589860365643,TI_SUBSTRATE_MATERIAL_EXTRAPOLATION_WARNING,0.4465365726041348,9.0016,5,5,5,CODE_PASS,0.0002153624756058533,PARTIAL_ABSORPTION_ENHANCEMENT_BUT_BELOW_CONTINUE_THRESHOLD,,,,,
scaled_inner_wall_film_2um,unpolarized_2D_proxy,2.0,sidewalls_and_bottom,24,4.0,0.4165143159562502,0.4165143159562502,TI_SUBSTRATE_MATERIAL_EXTRAPOLATION_WARNING,0.43456737251094246,9.0016,5,5,5,CODE_PASS,0.00010804333766951459,PARTIAL_ABSORPTION_ENHANCEMENT_BUT_BELOW_CONTINUE_THRESHOLD,A_unpolarized_2D_proxy=(A_Ez+A_Hz)/2; this is a 2D polarization-average proxy and is not a true 3D non-polarized emissivity.,,,,
