period_um,top_width_um,bottom_width_um,depth_um,tilt_angle_deg,wavelength_um,reflectance,transmittance,absorptance,emissivity_proxy
10.0,4.0,4.0,3.0,0.0,7.43801652892562,0.8501332741762543,-6.7095812430265456e-09,0.14986673253332697,0.14986673253332697
10.0,4.0,4.0,3.0,0.0,7.5,0.8514278075501632,-7.375033823666385e-09,0.1485721998248706,0.1485721998248706
10.0,4.0,4.0,3.0,0.0,7.563025210084034,0.852911284978719,-7.968064429861926e-09,0.1470887229893454,0.1470887229893454
10.0,4.0,4.0,3.0,0.0,7.627118644067796,0.8546397348740514,-8.43160038235964e-09,0.14536027355754896,0.14536027355754896
10.0,4.0,4.0,3.0,0.0,7.692307692307692,0.8566126253040843,-8.722394458481309e-09,0.14338738341831012,0.14338738341831012
10.0,4.0,4.0,3.0,0.0,7.758620689655173,0.8587713103599321,-8.821286670071357e-09,0.14122869846135452,0.14122869846135452
10.0,4.0,4.0,3.0,0.0,7.82608695652174,0.8610094334629831,-8.743588166651715e-09,0.13899057528060507,0.13899057528060507
10.0,4.0,4.0,3.0,0.0,7.894736842105265,0.8631935380212601,-8.549046483577926e-09,0.13680647052778638,0.13680647052778638
10.0,4.0,4.0,3.0,0.0,7.964601769911504,0.8651900824345455,-8.350976892360599e-09,0.13480992591643134,0.13480992591643134
10.0,4.0,4.0,3.0,0.0,8.035714285714286,0.8668936573859689,-8.324305770205638e-09,0.13310635093833686,0.13310635093833686
10.0,4.0,4.0,3.0,0.0,8.108108108108109,0.8682507429494825,-8.712439251361696e-09,0.13174926576295679,0.13174926576295679
10.0,4.0,4.0,3.0,0.0,8.181818181818182,0.8692739474028647,-9.833013644849847e-09,0.13072606243014898,0.13072606243014898
10.0,4.0,4.0,3.0,0.0,8.256880733944953,0.8700432776857474,-1.2082676899563294e-08,0.12995673439692948,0.12995673439692948
10.0,4.0,4.0,3.0,0.0,8.333333333333334,0.8706933564858668,-1.5941074990145173e-08,0.12930665945520822,0.12930665945520822
10.0,4.0,4.0,3.0,0.0,8.41121495327103,0.8713882241059019,-2.1974167699169945e-08,0.12861179786826582,0.12861179786826582
10.0,4.0,4.0,3.0,0.0,8.49056603773585,0.8722879550842259,-3.083688291989482e-08,0.12771207575265706,0.12771207575265706
10.0,4.0,4.0,3.0,0.0,8.571428571428571,0.8735132811052414,-4.327495894827799e-08,0.12648676216971755,0.12648676216971755
10.0,4.0,4.0,3.0,0.0,8.653846153846155,0.8751153232216148,-6.012565312433702e-08,0.12488473690403834,0.12488473690403834
